SK,Name,Planning_project_SK,Project_task_SK,Hourly_Rate
1730,Co-Sourcing for Cloud & Infrastructure - Datacenter and IaaS,307,NULL,NULL
1731,Installations C&I - 1 hour rate A : Expert Services & Project Management,738,NULL,NULL
1732,Cloud Landing Zone & Regions,738,NULL,NULL
1733,Perimeter Security (private on-premise of co-managed Azure IaaS),738,NULL,NULL
1734,Datacenter Documentation,738,NULL,NULL
1735,Diverse regieprestaties binnen project,738,NULL,NULL
1736,Config Azure tenant,738,NULL,NULL
1737,Firewall config,738,NULL,NULL
1738,Procure to Pay,361,NULL,NULL
1739,Record to Report,361,NULL,NULL
1740,BPMN level 2,361,NULL,NULL
1741,Lead To Order,361,NULL,NULL
1742,Order To Delivery Preparation,361,NULL,NULL
1743,Delivery Preparation to Delivery,361,NULL,NULL
1744,Delivery To Cash,361,NULL,NULL
1746,BI Support,306,NULL,NULL
1747,ESXi installatie,295,NULL,NULL
1748,Rack & Physical Servers,295,NULL,NULL
1749,Primary block-based storage - SAN,295,NULL,NULL
1750,Servervirtualization,295,NULL,NULL
1751,Datacenter Documentation,295,NULL,NULL
1753,Diverse regieprestaties binnen project,295,NULL,NULL
1754,CAD Support Bucket Q3 2022,272,NULL,NULL
1755,Development Sprints,257,NULL,NULL
1756,Meetings,257,NULL,NULL
1757,Ondersteuning Service desk,258,NULL,NULL
1758,Extra tijd behandelen AC tickets,258,NULL,NULL
1759,Installatie op pc's,536,NULL,NULL
1760,Windchill 12 on Azure,359,NULL,NULL
1761,Installatie fysieke DC Gentbrugge,317,NULL,NULL
1762,Prep Config Firewalls,203,NULL,NULL
1763,Migratie Firewall Cluster BE,203,NULL,NULL
1764,Migratie Firewall Cluster UK,203,NULL,NULL
1765,Migratie Firewall Cluster IT,203,NULL,NULL
1766,"SCC - Installatie, Configuratie, Documentatie, Development",248,NULL,NULL
1767,Cloud Landing Zone & Regions,316,NULL,NULL
1768,Network-as-a-Service (SAVACO Datacenter/Atlas Local or Global/co-Managed IaaS),316,NULL,NULL
1769,Internet-as-a-Service (SAVACO Datacenter/Atlas Local or Global),316,NULL,NULL
1770,Perimeter Security-as-a-Service (SAVACO Datacenter/Atlas Local or Global),316,NULL,NULL
1771,Infrastructure-as-a-Service (SAVACO Atlas Local & Global) - (RE)BUILD,316,NULL,NULL
1772,Datacenter Documentation,316,NULL,NULL
1773,Assistentie Application & Database services,316,NULL,NULL
1774,Desktop-as-a-Service (SAVACO Atlas Local DaaS Setup),316,NULL,NULL
1775,Diverse regieprestaties binnen project,316,NULL,NULL
1776,Setup Atlas platform new customer,316,NULL,NULL
1777,Atlas infrastructuur,316,NULL,NULL
1778,DaaS Atlas on Savaco,316,NULL,NULL
1779,Rack & Physical Servers,265,NULL,NULL
1780,Dedicated/custom Networkinfrastructure,265,NULL,NULL
1781,Primary block-based storage - SAN,265,NULL,NULL
1782,Backup (on-perm/co-Managed Public Cloud),265,NULL,NULL
1783,Backup-as-a-Service (SAVACO Datacenter/Cloud Backup),265,NULL,NULL
1784,Servervirtualization,265,NULL,NULL
1785,Datacenter Documentation,265,NULL,NULL
1786,Monitoring & Management tools & services,265,NULL,NULL
1787,Diverse regieprestaties binnen project,265,NULL,NULL
1788,HP Care Pack Installation Services,265,NULL,NULL
1789,Veeam for O365,265,NULL,NULL
1790,Rackmontage,265,NULL,NULL
1791,Netwerk,265,NULL,NULL
1792,"Store, virtualisatie, back-up",265,NULL,NULL
1793,Migrate firewall cluster,315,NULL,NULL
1794,Optimize firewall policy ruleset,315,NULL,NULL
1795,"Setup new networks, policies and routing",315,NULL,NULL
1796,Migrate routing,315,NULL,NULL
1797,Finetune segmentation policies,315,NULL,NULL
1798,Migrate client addressing (tbd),315,NULL,NULL
1799,Enroll domain computers in Endpoint Manager,315,NULL,NULL
1800,Setup Defender for Business,315,NULL,NULL
1801,Assist with client Migration,315,NULL,NULL
1802,Onboard 30 servers (end of year),315,NULL,NULL
1803,Finetune Defender for Endpoint Server (end of year),315,NULL,NULL
1804,Setup Defender for Office 365,315,NULL,NULL
1805,Check-up DMARC en DKIM domain protection,315,NULL,NULL
1806,Setup Outlook for Mobile,315,NULL,NULL
1807,Firewall,315,NULL,NULL
1808,MS Defender,315,NULL,NULL
1809,Netwerk,315,NULL,NULL
1810,werkuren configuratie phone system,451,NULL,NULL
1811,werkuren voorbereiding / analyse,451,NULL,NULL
1812,werkuren floorwalking bij opstart,451,NULL,NULL
1813,werkurenopleiding end users via webinar/admin,451,NULL,NULL
1814,werkuren project management,451,NULL,NULL
1815,Cloud Landing Zone & Regions,214,NULL,NULL
1816,Rack & Physical Servers,214,NULL,NULL
1817,"Powerdistribution, monitoring & -management",214,NULL,NULL
1818,Network-as-a-Service (SAVACO Datacenter/Atlas Local or Global/co-Managed IaaS),214,NULL,NULL
1819,Internet-as-a-Service (SAVACO Datacenter/Atlas Local or Global),214,NULL,NULL
1820,Perimeter Security-as-a-Service (SAVACO Datacenter/Atlas Local or Global),214,NULL,NULL
1821,Backup-as-a-Service (SAVACO Datacenter/Cloud Backup),214,NULL,NULL
1822,Servervirtualization,214,NULL,NULL
1823,Infrastructure-as-a-Service (SAVACO Atlas Local & Global) - MOVE,214,NULL,NULL
1825,Datacenter Documentation,214,NULL,NULL
1826,Core infrastructure services (dedicated),214,NULL,NULL
1827,Assistentie Application & Database services,214,NULL,NULL
1828,Monitoring & Management tools & services,214,NULL,NULL
1829,Diverse regieprestaties binnen project,214,NULL,NULL
1830,Project Management,214,NULL,NULL
1831,"SCC - Installatie, Configuratie, Documentatie, Development",515,NULL,NULL
1832,"SCC - Analyse, Project Management, Training",515,NULL,NULL
1833,"Upgrades: ESXi, 3PAr, firmware en vCenter",191,NULL,NULL
1834,Rack & Physical Servers,297,NULL,NULL
1835,Servervirtualization,297,NULL,NULL
1836,Datacenter Documentation,297,NULL,NULL
1837,HP Care Pack Installation Services,297,NULL,NULL
1838,Primary block-based storage - SAN,297,NULL,NULL
1839,Diverse regieprestaties binnen project,297,NULL,NULL
1840,Rackmontage en ESXi installatie,297,NULL,NULL
1841,Core services - Domein migratie - Exchange Online,300,NULL,NULL
1845,Workplace virtualisation services (dedicated : on-prem/co-Managed Public C,300,NULL,NULL
1846,Workplace deployment & migration,300,NULL,NULL
1847,Endpoint management,300,NULL,NULL
1848,Monitoring & Management tools & services,300,NULL,NULL
1849,Diverse regieprestaties binnen project,300,NULL,NULL
1850,Rackmontage - Servervirtualisatie - Backup,300,NULL,NULL
1855,Setup wired environment,741,NULL,NULL
1856,Setup wireless environment,741,NULL,NULL
1857,Update network documentation,741,NULL,NULL
1858,Netwerkconnectiviteit,741,NULL,NULL
1859,Diensten,593,NULL,NULL
1860,Deployment Fortinet Products,370,NULL,NULL
1869,Diensten,371,NULL,NULL
1870,Installations C&I - 1 hour rate A : Expert Services & Project Management,454,NULL,NULL
1871,Installations C&I - 1 hour rate A : Expert Services,342,NULL,NULL
1872,Voorbereiding Training,575,NULL,NULL
1873,Training,575,NULL,NULL
1874,Installation & Configuration,666,NULL,NULL
1875,Migratie firewall en integratie in Security Fabric,512,NULL,NULL
1876,Technology Expert,447,NULL,NULL
1877,Help & Fix,447,NULL,NULL
1878,Maintain & Update,447,NULL,NULL
1880,C&I On Prem Oper Serv,468,NULL,NULL
1881,Improve & Accelerate - User Awareness - User Awareness Training,468,NULL,NULL
1882,Begeleiding opzet Intraweb WAAK,684,NULL,NULL
1883,Mfa uitrol deel 1,428,NULL,NULL
1884,Mfa uitrol deel 2,428,NULL,NULL
1885,Plan van aanpak - afzonderen instrument PC's,667,NULL,NULL
1886,Rack & Physical Servers,667,NULL,NULL
1887,Dedicated/custom Networkinfrastructure,667,NULL,NULL
1888,Primary block-based storage - SAN,667,NULL,NULL
1889,Backup (on-perm/co-Managed Public Cloud),667,NULL,NULL
1890,Backup-as-a-Service (SAVACO Datacenter/Cloud Backup),667,NULL,NULL
1891,Servervirtualization,667,NULL,NULL
1892,Datacenter Documentation,667,NULL,NULL
1893,Core infrastructure services (dedicated),667,NULL,NULL
1894,Assistentie Application & Database services,667,NULL,NULL
1895,Workplace virtualisation services (dedicated : on-prem/co-Managed Public Cloud),667,NULL,NULL
1896,Monitoring & Management tools & services,667,NULL,NULL
1897,Diverse regieprestaties binnen project,667,NULL,NULL
1898,Rackmontage,667,NULL,NULL
1899,Virtualisatie/storage/backup,667,NULL,NULL
1900,Netwerk,667,NULL,NULL
1901,RDS,667,NULL,NULL
1902,Core migratie,667,NULL,NULL
1903,Upgrade BQA,667,NULL,NULL
1904,Virtualisatie/storage/backup Extra Servers,667,NULL,NULL
1905,Virtualisatie Kortrijk,667,NULL,NULL
1906,Virtualisatie Grace-Hollogne,667,NULL,NULL
1907,Core migratie Kortrijk,667,NULL,NULL
1908,Core migratie Grace-Hollogne,667,NULL,NULL
1909,Network Security,439,NULL,NULL
1910,Endpoint Security,439,NULL,NULL
1912,Servervirtualization,373,NULL,NULL
1913,Project Management,373,NULL,NULL
1914,Diverse regieprestaties binnen project,373,NULL,NULL
1915,Assistentie on-site DPO,234,NULL,NULL
1916,Assistentie on-site IDB,234,NULL,NULL
1917,Project Management,379,NULL,NULL
1918,Consultancy & Analysis,379,NULL,NULL
1919,Software Development & Documentation,379,NULL,NULL
1920,Creo Update - 6 students,380,NULL,NULL
1921,Introduction to Windchill PDMLink with CAD Data Management - 6 students,380,NULL,NULL
1922,Prep Windchill CAD Data Management,380,NULL,NULL
1923,Configuratie Backup-as-a-Service (SAVACO Cloud Backup),438,NULL,NULL
1924,Installations C&I - 1 hour rate B : Standard Services,438,NULL,NULL
1925,Installations C&I - 1 hour rate B : Standard Services,438,NULL,NULL
1926,Installations C&I - 1 hour rate B : Standard Services,438,NULL,NULL
1927,Rack & Physical Servers,542,NULL,NULL
1928,Perimeter Security (private on-premise of co-managed Azure IaaS),542,NULL,NULL
1929,Backup (on-perm/co-Managed Public Cloud),542,NULL,NULL
1930,Backup-as-a-Service (SAVACO Datacenter/Cloud Backup),542,NULL,NULL
1931,Servervirtualization,542,NULL,NULL
1932,Datacenter Documentation,542,NULL,NULL
1933,Core infrastructure services (dedicated),542,NULL,NULL
1934,Diverse regieprestaties binnen project,542,NULL,NULL
1935,Project Management,542,NULL,NULL
1936,Titelhoek op tekeningen automatisch maken,381,NULL,NULL
1937,Bestellen materiaal,381,NULL,NULL
1938,Afdrukken 2D Plannen,381,NULL,NULL
1939,User assistance,381,NULL,NULL
1940,Installations C&I - 1 hour rate B : Standard Services,418,NULL,NULL
1943,Diverse regieprestaties binnen project,463,NULL,NULL
1944,Communicate-as-a-Service (Public Cloud/MS Office 365/GFI),463,NULL,NULL
1945,Improve & Accelerate Services SPD,414,NULL,NULL
1946,Diensten,573,NULL,NULL
1947,Rack & Physical Servers,610,NULL,NULL
1948,Primary block-based storage - SAN,610,NULL,NULL
1949,Servervirtualization,610,NULL,NULL
1950,Datacenter Documentation,610,NULL,NULL
1951,Core infrastructure services (dedicated),610,NULL,NULL
1952,Assistentie Application & Database services,610,NULL,NULL
1953,Workplace virtualisation services (dedicated : on-prem/co-Managed Public Cloud),610,NULL,NULL
1954,Monitoring & Management tools & services,610,NULL,NULL
1955,Diverse regieprestaties binnen project,610,NULL,NULL
1956,HP Care Pack Installation Services,610,NULL,NULL
1957,"SCC - Installatie, Configuratie, Documentatie, Development",459,NULL,NULL
1958,Out of the box setup,446,NULL,NULL
1959,Infrastructure Setup,446,NULL,NULL
1960,Migration analysis/program track,446,NULL,NULL
1961,Project Management,446,NULL,NULL
1965,Planned Help & Fix BackOffice,416,NULL,NULL
1966,Service management,416,NULL,NULL
1968,Services Management,727,NULL,NULL
1969,Diensten,499,NULL,NULL
1970,"Analyse, workshops & meetings",460,NULL,NULL
1971,Configuratie: fasttrack ism Microsoft,460,NULL,NULL
1972,Configuratie: inrichten nieuwe omgeving,460,NULL,NULL
1973,Configuratie: integratie Magda nav uitfasering Cevi,460,NULL,NULL
1974,"Voorbereiding trainingsmateriaal, training & begeleiding",460,NULL,NULL
1975,Nazorg,460,NULL,NULL
1976,"FortiClient MFA, Password Protection en Self-Service Password Reset",713,NULL,NULL
1977,Analyze 3rd party MFA integration options,713,NULL,NULL
1978,Enroll remaining domain computers in Endpoint Manager,713,NULL,NULL
1979,Setup Defender for Business,713,NULL,NULL
1980,Assist with client Migration,713,NULL,NULL
1981,Finetune Defender for Office 365,713,NULL,NULL
1982,Setup DMARK and DKIM,713,NULL,NULL
1983,Network discovery and segmentation plan,713,NULL,NULL
1984,Setup new networks and addressing,713,NULL,NULL
1985,Fine-tune firewall ruleset,713,NULL,NULL
1986,Migrate client addressing (tbd),713,NULL,NULL
1987,Improve & Accelerate : 6 days,713,NULL,NULL
1988,Azure MFA + SSPR,713,NULL,NULL
1989,MS Defender Business for Clients + Defender for O365,713,NULL,NULL
1990,Netwerksegmentatie,713,NULL,NULL
1992,Initial setup,442,NULL,NULL
1993,Migratie documenten,442,NULL,NULL
1995,Analyse,442,NULL,NULL
1996,Migratie Backoffice,449,NULL,NULL
1997,Installatie Firewall,449,NULL,NULL
1998,PowerBI - Production Reporting,467,NULL,NULL
1999,mfa en atp,644,NULL,NULL
2000,CAD Assistentie on-site Marke,230,NULL,NULL
2001,CAD Verbetering methodieken en support methodieken,230,NULL,NULL
2002,Service management,230,NULL,NULL
2003,PLM Assistentie on-site Marke,230,NULL,NULL
2004,PLM Assistentie on-site Marke (ad hoc thema's),230,NULL,NULL
2005,Creo 9 upgrade,230,NULL,NULL
2006,CAD/PLM assistentie on-site Vigan,230,NULL,NULL
2007,Creo 9 update Training - Keyusers,230,NULL,NULL
2008,Creo 9 update Training - All Users,230,NULL,NULL
2009,Diensten Stad Roeselare,256,NULL,NULL
2010,"SCC - Installatie, Configuratie, Documentatie, Development",461,NULL,NULL
2011,Installations C&I - 1 hour rate A : Expert Services & Project Management,742,NULL,NULL
2012,Travel cost per hour,633,NULL,NULL
2013,"PDM - Consultancy, Project Management & Analysis",523,NULL,NULL
2014,Workshop Change Management,523,NULL,NULL
2015,Citrix consultancy services,472,NULL,NULL
2016,"PDM - Consultancy, Project Management & Analysis",494,NULL,NULL
2017,Activatie KMOITC bij Clearmedia,478,NULL,NULL
2018,Cloud Firewall,478,NULL,NULL
2019,Basic opzet server,478,NULL,NULL
2020,Configuratie RDS Server,478,NULL,NULL
2021,Werkuren standaard - klant zonder PreventionCare (schatting),478,NULL,NULL
2022,Users aanmaken,478,NULL,NULL
2023,"GPO's, Shares and security groups",478,NULL,NULL
2024,Printers,478,NULL,NULL
2025,Applicaties on RDS,478,NULL,NULL
2027,Overzet data oude naar nieuwe server,478,NULL,NULL
2028,Connecteren van client (per toestel),478,NULL,NULL
2029,Azure AD Connect,478,NULL,NULL
2030,Documentatie aanpassen + visio,478,NULL,NULL
2032,Oude server opkuisen en afsluiten,478,NULL,NULL
2035,sharepoint,604,NULL,NULL
2038,"opzet tenant , users, migratie van de bestaande mailboxen",493,NULL,NULL
2039,opzet basis sharepoint,493,NULL,NULL
2040,installatie laptop,493,NULL,NULL
2041,opzet intune,493,NULL,NULL
2042,teams & Voice,493,NULL,NULL
2043,opzetten van MFA,493,NULL,NULL
2044,begeleiding van de gebruikers,493,NULL,NULL
2045,Werkuren projectmanagement,493,NULL,NULL
2046,Diensten,493,NULL,NULL
2047,Installatie AVD + standard client Apps,484,NULL,NULL
2048,Inspire & Guide - Internal Vulnerability Assessment,665,NULL,NULL
2049,Inspire & Guide - External Vulnerability Assessment,665,NULL,NULL
2050,User Awareness - Continual Training & Phishing - Rationalized Setup fee - once,665,NULL,NULL
2051,User Awareness - Continual Training & Phishing - Continuoul,665,NULL,NULL
2052,User Awareness - Classroom Training - for amount of users,665,NULL,NULL
2053,Vervangen pc's,479,NULL,NULL
2054,Sharpoint,479,NULL,NULL
2055,MFA installatie,513,NULL,NULL
2056,Rack & Physical Servers,488,NULL,NULL
2057,"Powerdistribution, monitoring & -management",488,NULL,NULL
2058,Dedicated/custom Networkinfrastructure,488,NULL,NULL
2059,Primary block-based storage - SAN,488,NULL,NULL
2060,Primary file-based storage - NAS,488,NULL,NULL
2061,Backup (on-perm/co-Managed Public Cloud),488,NULL,NULL
2062,Servervirtualization,488,NULL,NULL
2063,Datacenter Documentation,488,NULL,NULL
2064,Core infrastructure services (dedicated),488,NULL,NULL
2065,Workplace virtualisation services (dedicated : on-prem/co-Managed Public Cloud),488,NULL,NULL
2066,Diverse regieprestaties binnen project,488,NULL,NULL
2067,Rackmontage,488,NULL,NULL
2068,"Virtualisatie, storage en back-up",488,NULL,NULL
2069,Netwerk,488,NULL,NULL
2070,Core,488,NULL,NULL
2071,RDS,488,NULL,NULL
2072,Rack & Physical Servers,486,NULL,NULL
2073,"Powerdistribution, monitoring & -management",486,NULL,NULL
2074,Dedicated/custom Networkinfrastructure,486,NULL,NULL
2075,Primary block-based storage - SAN,486,NULL,NULL
2076,Backup (on-perm/co-Managed Public Cloud),486,NULL,NULL
2077,Servervirtualization,486,NULL,NULL
2078,Datacenter Documentation,486,NULL,NULL
2079,Core infrastructure services (dedicated),486,NULL,NULL
2080,Assistentie Application & Database services,486,NULL,NULL
2082,Monitoring & Management tools & services,486,NULL,NULL
2083,Diverse regieprestaties binnen project,486,NULL,NULL
2084,Project Management,486,NULL,NULL
2085,HP Care Pack Installation Services,486,NULL,NULL
2086,HP Care Pack Installation Services,486,NULL,NULL
2087,Primary block-based storage - SAN,485,NULL,NULL
2088,Servervirtualization,485,NULL,NULL
2089,Datacenter Documentation,485,NULL,NULL
2090,Diverse regieprestaties binnen project,485,NULL,NULL
2091,Project Management,485,NULL,NULL
2092,HP Care Pack Installation Services,485,NULL,NULL
2096,Installeren nieuwe laptop,529,NULL,NULL
2097,Diensten,785,NULL,NULL
2098,Rack & Physical Servers,483,NULL,NULL
2099,Primary file-based storage - NAS,483,NULL,NULL
2100,Backup (on-perm/co-Managed Public Cloud),483,NULL,NULL
2101,Backup-as-a-Service (SAVACO Datacenter/Cloud Backup),483,NULL,NULL
2102,Datacenter Documentation,483,NULL,NULL
2103,Diverse regieprestaties binnen project,483,NULL,NULL
2104,Project Management,483,NULL,NULL
2105,Expert Services,482,NULL,NULL
2106,Perimeter Security (private on-premise of co-managed Azure IaaS),537,NULL,NULL
2107,Azure AD Connect + activatie MFA + Con,503,NULL,NULL
2108,(schatting voor begeleiding gebruikers),503,NULL,NULL
2109,Perimeter Security (private on-premise of co-managed Azure IaaS),491,NULL,NULL
2110,Diverse regieprestaties binnen project,491,NULL,NULL
2111,Project Management,491,NULL,NULL
2112,"Opzet MFA,  documentatie ,",504,NULL,NULL
2113,end user begeleiding indien nodig (10 min per user),504,NULL,NULL
2114,Opvolging lease wagens Task,497,NULL,NULL
2115,FortiGate-200F Policy Migration Service,517,NULL,NULL
2116,Firewall migratie,517,NULL,NULL
2117,Setup FortiAnalyzer,517,NULL,NULL
2118,"ESM/CES - Installatie, Configuratie, Documentatie, Development",778,NULL,NULL
2119,Rack & Physical Servers,498,NULL,NULL
2120,Primary block-based storage - SAN,498,NULL,NULL
2121,Servervirtualization,498,NULL,NULL
2122,Infrastructure-as-a-Service (SAVACO Atlas Local & Global) - MOVE,498,NULL,NULL
2123,Core infrastructure services (dedicated),498,NULL,NULL
2124,Assistentie Application & Database services,498,NULL,NULL
2125,Diverse regieprestaties binnen project,498,NULL,NULL
2126,Project Management,498,NULL,NULL
2127,Diensten,518,NULL,NULL
2129,Enroll domain computers in Endpoint Manager,500,NULL,NULL
2130,Setup Defender for Endpoint,500,NULL,NULL
2131,Assist with client Migration,500,NULL,NULL
2132,Onboard 15 servers (end of year),500,NULL,NULL
2133,Finetune Defender for Endpoint Server (end of year),500,NULL,NULL
2134,Rack & Physical Servers,500,NULL,NULL
2135,"Powerdistribution, monitoring & -management",500,NULL,NULL
2136,Dedicated/custom Networkinfrastructure,500,NULL,NULL
2137,Primary block-based storage - SAN,500,NULL,NULL
2139,Backup-as-a-Service (SAVACO Datacenter/Cloud Backup),500,NULL,NULL
2140,Servervirtualization,500,NULL,NULL
2141,Datacenter Documentation,500,NULL,NULL
2142,Communicate-as-a-Service (Public Cloud/MS Office 365/GFI),500,NULL,NULL
2143,Monitoring & Management tools & services,500,NULL,NULL
2144,Disaster Recovery Services,500,NULL,NULL
2145,Diverse regieprestaties binnen project,500,NULL,NULL
2146,Project Management,500,NULL,NULL
2147,HP Care Pack Installation Services,500,NULL,NULL
2149,Project Management,506,NULL,NULL
2150,Verify/Fix Azure AD Connect,506,NULL,NULL
2151,"Setup MFA, Conditional Access, Password Protection en Self-Service Password Reset",506,NULL,NULL
2152,Enroll domain computers in Endpoint Manager,506,NULL,NULL
2153,Setup Defender for Business,506,NULL,NULL
2154,Assist with client Migration,506,NULL,NULL
2155,Setup baseline Intune Device Configuration Policy,506,NULL,NULL
2156,Setup AutoPilot,506,NULL,NULL
2157,Knowledge transfer,506,NULL,NULL
2159,ren,566,NULL,NULL
2160,SCC - Migratie Tenant van Mobiel naar Deltagroep,672,NULL,NULL
2161,Installations C&I - 1 hour rate B : Standard Services,508,NULL,NULL
2162,Installations C&I - 1 hour rate B : Standard Services,509,NULL,NULL
2163,Improve & Accelerate Services DIA,263,NULL,NULL
2164,"Engagement, planning and understanding scope",525,NULL,NULL
2165,"Deployement , set-up Phone system & calling plans",525,NULL,NULL
2166,Testing smartphone (intune setup),525,NULL,NULL
2167,"diverse (Televic, rapportage facturatie, ? )",525,NULL,NULL
2168,admin training,525,NULL,NULL
2169,Project Management,525,NULL,NULL
2170,Installations C&I - 1 hour rate A : Expert Services & Project Management,516,NULL,NULL
2171,Installations C&I - 1 hour rate B : Standard Services,516,NULL,NULL
2172,Installations XDR Crowstrike,543,NULL,NULL
2173,Diensten,520,NULL,NULL
2174,Diensten,563,NULL,NULL
2175,Ontwikkelen BiCep templates voor Atlas on Azure,585,NULL,NULL
2176,Ontwikkelen BiCep templates voor Sentinel,585,NULL,NULL
2177,Rollout klanten omgevingen,585,NULL,NULL
2178,Rapport opvolging opleidingen,262,NULL,NULL
2179,Diensten,761,NULL,NULL
2180,Installations C&I - 1 hour rate B : Standard Services,534,NULL,NULL
2187,Clearpass PoV setup,554,NULL,NULL
2190,MDM Project Management,531,NULL,NULL
2191,MDM Engineer,531,NULL,NULL
2192,PC Project Management,531,NULL,NULL
2193,PC Engineer,531,NULL,NULL
2195,Diensten,570,NULL,NULL
2196,Gesprek alle divisies,544,NULL,NULL
2197,Analyse CAD modellen,544,NULL,NULL
2198,Algemeen resultaat,544,NULL,NULL
2199,Project Management,544,NULL,NULL
2200,Diensten,541,NULL,NULL
2201,End user begeleiding,539,NULL,NULL
2202,Cloud Landing Zone & Regions,535,NULL,NULL
2203,Rack & Physical Servers,535,NULL,NULL
2204,Dedicated/custom Networkinfrastructure,535,NULL,NULL
2205,Internet-as-a-Service (SAVACO Datacenter/Atlas Local or Global),535,NULL,NULL
2206,Perimeter Security (private on-premise of co-managed Azure IaaS),535,NULL,NULL
2207,Backup (on-perm/co-Managed Public Cloud),535,NULL,NULL
2208,Infrastructure-as-a-Service (SAVACO Atlas Local & Global) - MOVE,535,NULL,NULL
2209,Infrastructure-as-a-Service (SAVACO Atlas Local & Global) - (RE)BUILD,535,NULL,NULL
2210,Datacenter Documentation,535,NULL,NULL
2212,Desktop-as-a-Service (SAVACO Atlas Global DaaS Setup),535,NULL,NULL
2213,Desktop-as-a-Service (SAVACO Atlas DaaS Image),535,NULL,NULL
2214,Disaster Recovery Services,535,NULL,NULL
2215,Diverse regieprestaties binnen project,535,NULL,NULL
2216,Project Management,535,NULL,NULL
2218,Meetings & design,598,NULL,NULL
2219,"Setup, configuration en finetuning migration",598,NULL,NULL
2220,Migration and optimization of VPN tunnels,598,NULL,NULL
2221,Meetings & design,598,NULL,NULL
2222,"Setup, configuration en finetuning migration",598,NULL,NULL
2223,Migration and optimization of VPN tunnels,598,NULL,NULL
2224,Setup,540,NULL,NULL
2225,Travel cost per hour,659,NULL,NULL
2226,estimation Heures de travailles - El?miner anciens serveurs  ? Bruxelles,553,NULL,NULL
2227,estimation Heures de travailles - VirusCare puer les serveur,553,NULL,NULL
2228,DIA Track,546,NULL,NULL
2229,C&I Track,546,NULL,NULL
2230,CRM: aanpassen invoice templating,577,NULL,NULL
2231,Budget voor helpdeskassistentie 2023,616,NULL,NULL
2232,Operationele dienstverlening - DIA engineer onsite - 2023,616,NULL,NULL
2233,Sorteren plots,574,NULL,NULL
2234,Query halffabrikaten,574,NULL,NULL
2235,Halffabrikaten in lijsten,574,NULL,NULL
2236,User assistance,574,NULL,NULL
2237,config Savaco Excel External Batch,574,NULL,NULL
2238,Diensten,568,NULL,NULL
2239,Security Diensten,621,NULL,NULL
2240,Diensten,609,NULL,NULL
2241,Installations C&I - 1 hour rate B : Standard Services,602,NULL,NULL
2242,Installations C&I - 1 hour rate B : Standard Services,572,NULL,NULL
2243,Firewall migratie,638,NULL,NULL
2244,Diensten,560,NULL,NULL
2245,Diensten,756,NULL,NULL
2246,Diensten,567,NULL,NULL
2247,Installations C&I - 1 hour rate B : Standard Services,556,NULL,NULL
2248,Installations C&I - 1 hour rate B : Standard Services,558,NULL,NULL
2249,Onboarding opzet,579,NULL,NULL
2250,service Defender for Endpoint opzet,579,NULL,NULL
2251,Opzet Autopilot,579,NULL,NULL
2252,Windows Update,579,NULL,NULL
2253,opet intune mobiele devices,579,NULL,NULL
2254,Werkuren projectmanagement,579,NULL,NULL
2255,Improve & Accelerate 2023,770,NULL,NULL
2256,Project Management,576,NULL,NULL
2257,Verify Azure AD Connect and AAD Domain Join,576,NULL,NULL
2258,Review MFA usage and Conditional Access scenarios,576,NULL,NULL
2259,Enroll domain computers in Endpoint Manager,576,NULL,NULL
2260,Setup Defender for Business,576,NULL,NULL
2262,Setup Defender for Office 365,576,NULL,NULL
2263,Setup DMARC en DKIM,576,NULL,NULL
2264,Assist with mailflow migration,576,NULL,NULL
2265,Analyse and report on Threat & Vulnerability status,576,NULL,NULL
2266,Analyse and report on Secure Score,576,NULL,NULL
2267,Attack simulations,576,NULL,NULL
2268,Knowledge transfer,576,NULL,NULL
2269,Defender,576,NULL,NULL
2270,Opzet onboarding,611,NULL,NULL
2271,Opzet Autopilot,611,NULL,NULL
2272,Windows Update,611,NULL,NULL
2273,Mobiele decices (optioneel ),611,NULL,NULL
2274,Project Management,611,NULL,NULL
2275,SCC - Analyse,700,NULL,NULL
2276,"SCC - Installatie, Configuratie",700,NULL,NULL
2277,SCC - Documentatie,700,NULL,NULL
2278,SCC - User Adoption,700,NULL,NULL
2279,SCC - Project Management,700,NULL,NULL
2280,V-ICT-OR tickets,635,NULL,NULL
2281,Diensten,643,NULL,NULL
2282,Diensten,643,NULL,NULL
2283,Diensten onsite,578,NULL,NULL
2284,Diensten,583,NULL,NULL
2285,Install xBOM Transformation utility on test,661,NULL,NULL
2286,Workshop Product Structure Configuration / xBOM management,661,NULL,NULL
2287,Training xBOM Transformation tool for key-users,661,NULL,NULL
2288,Workshop Legacy Data Analysis / xBOM Management example,661,NULL,NULL
2289,Installations C&I - 1 hour rate A : Expert Services & Project Management,581,NULL,NULL
2290,Monitoring & Management tools & services,581,NULL,NULL
2291,Diverse regieprestaties binnen project,581,NULL,NULL
2292,Project Management,581,NULL,NULL
2293,"DIA - Analyse, Project Management, Training",599,NULL,NULL
2294,Configuratie XINK,645,NULL,NULL
2295,Diensten,757,NULL,NULL
2296,Rack & Physical Servers,586,NULL,NULL
2297,Primary block-based storage - SAN,586,NULL,NULL
2298,Servervirtualization,586,NULL,NULL
2299,Diverse regieprestaties binnen project,586,NULL,NULL
2300,Rackmontage,586,NULL,NULL
2301,Virtualisatie en storage,586,NULL,NULL
2302,Diensten,750,NULL,NULL
