SK,Date_SK,Planning_Resource_SK,Type,PlannedHours,BillableHours,Planning_Project_SK,Planning_Project_Task_SK,Planning_Department_SK
2643,20221006,121,Approved,1,1,220,631,26
2847,20221010,121,Approved,1,1,257,1756,26
3161,20221013,121,Approved,1,1,220,631,26
3444,20221017,121,Approved,1,1,257,1756,26
3784,20221020,121,Approved,1,1,220,631,26
3979,20221024,121,Approved,1,1,257,1756,26
4634,20221103,121,Approved,1,1,220,631,26
4823,20221107,121,Approved,1,1,257,1756,26
5154,20221110,121,Approved,1,1,220,631,26
5260,20221114,121,Approved,1,1,257,1756,26
5826,20221121,121,Approved,1,1,257,1756,26
6429,20221128,121,Approved,1,1,257,1756,26
6644,20221130,121,Approved,1,1,220,631,26
7022,20221205,121,Approved,1,1,257,1756,26
7023,20221205,121,Approved,7,7,351,1017,26
7481,20221209,121,Approved,1,1,220,631,26
7635,20221212,121,Approved,1,1,257,1756,26
8225,20221219,121,Approved,1,1,257,1756,26
8636,20221227,121,Approved,9,9,446,1962,26
8656,20221229,121,Approved,9,9,446,1962,26
10216,20230123,121,Approved,3.5,3.5,351,1048,26
10654,20230127,121,Approved,0.5,0.5,220,631,26
10995,20230201,121,Approved,0.5,0.5,707,2306,26
11275,20230203,121,Approved,0.5,0.5,220,631,26
11276,20230203,121,Approved,7,7,351,1052,26
11871,20230210,121,Approved,0.5,0.5,220,631,26
11982,20230213,121,Approved,3.5,3.5,351,1048,26
12226,20230215,121,Approved,0.5,0.5,707,2306,26
12543,20230217,121,Approved,0.5,0.5,220,631,26
12544,20230217,121,Approved,3,3,351,1055,26
13101,20230224,121,Approved,0.5,0.5,220,631,26
13102,20230224,121,Approved,2,2,223,1089,26
13103,20230224,121,Approved,3,3,351,1055,26
13336,20230228,121,Approved,1.5,1.5,446,1962,26
13453,20230301,121,Approved,0.5,0.5,707,2306,26
13454,20230301,121,Approved,3.5,3.5,351,1055,26
13710,20230303,121,Approved,0.5,0.5,220,631,26
13711,20230303,121,Approved,3,3,351,1055,26
13712,20230303,121,Approved,3.5,3.5,351,1055,26
14038,20230308,121,Approved,0.5,0.5,707,2306,26
14040,20230308,121,Approved,7.5,7.5,351,1055,26
14222,20230310,121,Approved,0.5,0.5,220,631,26
14223,20230310,121,Approved,3,3,351,1055,26
14224,20230310,121,Approved,6.5,6.5,351,1055,26
14510,20230315,121,Approved,0.5,0.5,707,2306,26
14512,20230315,121,Approved,7.5,7.5,351,1055,26
14758,20230317,121,Approved,0.5,0.5,220,631,26
15128,20230322,121,Approved,0.5,0.5,707,2306,26
15286,20230324,121,Approved,0.5,0.5,220,631,26
15526,20230329,121,Approved,0.5,0.5,707,2306,26
15717,20230331,121,Approved,0.5,0.5,220,631,26
15718,20230331,121,Approved,5,5,351,1055,26
15867,20230403,121,Approved,7.5,7.5,351,1046,26
16022,20230405,121,Approved,0.5,0.5,707,2306,26
16144,20230407,121,Approved,0.5,0.5,220,631,26
16288,20230412,121,Approved,0.5,0.5,707,2306,26
16462,20230414,121,Approved,0.5,0.5,220,631,26
16704,20230419,121,Approved,0.5,0.5,707,2306,26
16835,20230421,121,Approved,0.5,0.5,220,631,26
17045,20230426,121,Approved,0.5,0.5,707,2306,26
17208,20230428,121,Approved,0.5,0.5,220,631,26
17357,20230503,121,Approved,0.5,0.5,707,2306,26
17470,20230505,121,Approved,0.5,0.5,220,631,26
17674,20230510,121,Approved,0.5,0.5,707,2306,26
17834,20230512,121,Approved,0.5,0.5,220,631,26
18036,20230517,121,Approved,0.5,0.5,707,2306,26
18055,20230518,121,Approved,9,9,446,1962,26
18061,20230519,121,Approved,0.5,0.5,220,631,26
18238,20230524,121,Approved,0.5,0.5,707,2306,26
18466,20230526,121,Approved,0.5,0.5,220,631,26
18633,20230531,121,Approved,0.5,0.5,707,2306,26
18737,20230602,121,Approved,0.5,0.5,220,631,26
18914,20230607,121,Approved,0.5,0.5,707,2306,26
19098,20230609,121,Approved,0.5,0.5,220,631,26
19298,20230614,121,Approved,0.5,0.5,707,2306,26
19400,20230616,121,Approved,0.5,0.5,220,631,26
19579,20230621,121,Approved,0.5,0.5,707,2306,26
19736,20230623,121,Approved,0.5,0.5,220,631,26
19914,20230628,121,Approved,0.5,0.5,707,2306,26
20008,20230630,121,Approved,0.5,0.5,220,631,26
548,20220825,66,Approved,0.5,0.5,86,510,4
549,20220825,66,Approved,2,2,86,510,4
677,20220831,78,Approved,0.3,0.3,86,510,7
2038,20220929,44,Approved,2,2,86,511,21
2119,20220930,43,Approved,1,1,86,510,21
2211,20221001,43,Approved,2,2,86,510,21
2367,20221004,43,Approved,2,2,86,511,21
2589,20221006,43,Approved,2,2,86,512,21
2614,20221006,66,Approved,1,1,86,510,4
2701,20221007,43,Approved,2,2,86,511,21
3115,20221013,43,Approved,2.5,2.5,86,511,21
3725,20221020,43,Approved,2,2,86,512,21
3943,20221024,63,Approved,3.5,3.5,86,510,4
4280,20221027,66,Approved,1.5,1.5,86,510,4
4281,20221027,66,Approved,2,2,86,511,4
4509,20221102,66,Approved,1.5,1.5,86,510,4
4607,20221103,66,Approved,2,2,86,511,4
5107,20221110,43,Approved,2,2,86,511,21
5108,20221110,43,Approved,2,2,86,512,21
5215,20221114,45,Approved,2,2,86,511,21
5322,20221115,44,Approved,2,2,86,511,21
5564,20221117,66,Approved,2,2,86,512,4
5661,20221118,43,Approved,2.5,2.5,86,510,21
6237,20221125,63,Approved,6,6,86,510,4
6828,20221202,43,Approved,2,2,86,511,21
7299,20221208,45,Approved,2,2,86,511,21
7305,20221208,53,Approved,2,2,86,511,23
7586,20221212,41,Approved,2,2,86,510,12
7699,20221213,44,Approved,2,2,86,510,21
7917,20221215,43,Approved,3,3,86,512,21
8056,20221216,43,Approved,1.5,1.5,86,512,21
8057,20221216,43,Approved,2.5,2.5,86,511,21
8477,20221222,45,Approved,2,2,86,511,21
8632,20221227,53,Approved,2,2,86,511,23
8652,20221229,53,Approved,2,2,86,512,23
8937,20230105,66,Approved,2,2,86,511,4
9012,20230106,43,Approved,2.5,2.5,86,511,21
9215,20230110,61,Approved,2,2,86,511,3
9444,20230112,66,Approved,2,2,86,512,4
9966,20230119,43,Approved,2,2,86,511,21
9984,20230119,66,Approved,1,1,86,512,4
9985,20230119,66,Approved,1.5,1.5,86,512,4
10083,20230120,66,Approved,2,2,86,511,4
10084,20230120,66,Approved,2,2,86,513,4
10276,20230124,44,Approved,2,2,86,511,21
10396,20230125,43,Approved,1,1,86,512,21
10524,20230126,66,Approved,2.3,2.3,86,512,4
11069,20230202,44,Approved,2,2,86,511,21
11370,20230206,66,Approved,2,2,86,513,4
11493,20230207,61,Approved,2,2,86,511,3
11711,20230209,43,Approved,1.8,1.8,86,512,21
11827,20230210,45,Approved,3,3,86,511,21
12294,20230216,45,Approved,3,3,86,511,21
12745,20230221,44,Approved,2,2,86,511,21
12973,20230223,66,Approved,2,2,86,512,4
13073,20230224,66,Approved,2,2,86,511,4
13536,20230302,66,Approved,2,2,86,511,4
13537,20230302,66,Approved,4.5,4.5,86,511,4
13907,20230307,61,Approved,2,2,86,511,3
13908,20230307,61,Approved,3,3,86,511,3
14099,20230309,43,Approved,2,2,86,512,21
14581,20230316,66,Approved,2,2,86,511,4
14713,20230317,66,Approved,2,2,86,511,4
15002,20230321,44,Approved,2,2,86,511,21
15184,20230323,66,Approved,2,2,86,512,4
15576,20230330,45,Approved,2,2,86,511,21
15679,20230331,61,Approved,2,2,86,511,3
15912,20230404,43,Approved,2,2,86,511,21
16060,20230406,43,Approved,2,2,86,512,21
16333,20230413,45,Approved,2,2,86,511,21
16598,20230418,44,Approved,2,2,86,511,21
16673,20230419,43,Approved,2,2,86,512,21
16814,20230421,45,Approved,2,2,86,511,21
17090,20230427,61,Approved,3,3,86,511,3
17268,20230502,61,Approved,2,2,86,511,3
17407,20230504,66,Approved,2,2,86,512,4
17502,20230508,43,Approved,2,2,86,512,21
17712,20230511,44,Approved,2,2,86,511,21
17954,20230516,66,Approved,2,2,86,511,4
18017,20230517,66,Approved,2,2,86,512,4
18286,20230525,61,Approved,2,2,86,511,3
18539,20230530,45,Approved,2,2,86,511,21
18666,20230601,43,Approved,2,2,86,512,21
18958,20230608,66,Approved,2,2,86,511,4
19207,20230613,44,Approved,2,2,86,511,21
19337,20230615,66,Approved,2,2,86,512,4
19611,20230622,43,Approved,2,2,86,511,21
19839,20230627,61,Approved,2,2,86,511,3
19941,20230629,43,Approved,2,2,86,512,21
2312,20221003,113,Approved,4.5,4.5,216,2886,6
2325,20221003,130,Approved,3.5,3.5,216,2890,6
2401,20221004,87,Approved,3.5,3.5,216,2890,6
2412,20221004,113,Approved,4.5,4.5,216,2886,6
2514,20221005,87,Approved,0.5,0.5,216,2890,6
2515,20221005,87,Approved,7.5,7.5,216,2888,6
2628,20221006,87,Approved,0.5,0.5,216,2890,6
2629,20221006,87,Approved,7.5,7.5,216,2888,6
2733,20221007,87,Approved,0.5,0.5,216,2890,6
2734,20221007,87,Approved,7.5,7.5,216,2888,6
2855,20221010,130,Approved,3.5,3.5,216,2890,6
2949,20221011,113,Approved,4.5,4.5,216,2886,6
2962,20221011,130,Approved,3.5,3.5,216,2890,6
3064,20221012,128,Approved,0.5,0.5,216,2890,6
3065,20221012,128,Approved,7.5,7.5,216,2888,6
3169,20221013,128,Approved,0.5,0.5,216,2890,6
3170,20221013,128,Approved,7.5,7.5,216,2888,6
3294,20221014,128,Approved,0.5,0.5,216,2890,6
3295,20221014,128,Approved,7.5,7.5,216,2888,6
3439,20221017,113,Approved,4.5,4.5,216,2886,6
3454,20221017,130,Approved,3.5,3.5,216,2890,6
3548,20221018,113,Approved,4.5,4.5,216,2886,6
3561,20221018,130,Approved,3.5,3.5,216,2890,6
3642,20221019,87,Approved,0.5,0.5,216,2890,6
3643,20221019,87,Approved,7.5,7.5,216,2888,6
3791,20221020,128,Approved,0.5,0.5,216,2890,6
3792,20221020,128,Approved,3.5,3.5,216,2888,6
3850,20221021,87,Approved,0.5,0.5,216,2890,6
3851,20221021,87,Approved,7.5,7.5,216,2888,6
3973,20221024,113,Approved,4.5,4.5,216,2886,6
3988,20221024,130,Approved,3.5,3.5,216,2890,6
4088,20221025,113,Approved,4.5,4.5,216,2886,6
4099,20221025,130,Approved,3.5,3.5,216,2890,6
4211,20221026,128,Approved,0.5,0.5,216,2890,6
4212,20221026,128,Approved,7.5,7.5,216,2888,6
4320,20221027,128,Approved,0.5,0.5,216,2890,6
4321,20221027,128,Approved,7.5,7.5,216,2888,6
4446,20221028,128,Approved,0.5,0.5,216,2890,6
4447,20221028,128,Approved,7.5,7.5,216,2888,6
4521,20221102,87,Approved,0.5,0.5,216,2890,6
4522,20221102,87,Approved,7.5,7.5,216,2888,6
4617,20221103,87,Approved,0.5,0.5,216,2890,6
4618,20221103,87,Approved,7.5,7.5,216,2888,6
4705,20221104,87,Approved,0.5,0.5,216,2890,6
4706,20221104,87,Approved,7.5,7.5,216,2888,6
4818,20221107,113,Approved,4.5,4.5,216,2886,6
4831,20221107,130,Approved,3.5,3.5,216,2890,6
4933,20221108,113,Approved,4.5,4.5,216,2886,6
4943,20221108,130,Approved,3.5,3.5,216,2890,6
5054,20221109,128,Approved,0.5,0.5,216,2890,6
5055,20221109,128,Approved,7.5,7.5,216,2888,6
5161,20221110,128,Approved,0.5,0.5,216,2890,6
5162,20221110,128,Approved,7.5,7.5,216,2888,6
5242,20221114,87,Approved,4.5,4.5,216,2890,6
5267,20221114,130,Approved,3.5,3.5,216,2890,6
5469,20221116,87,Approved,7.5,7.5,216,2888,6
5579,20221117,87,Approved,0.5,0.5,216,2890,6
5580,20221117,87,Approved,7.5,7.5,216,2888,6
5701,20221118,87,Approved,0.5,0.5,216,2890,6
5702,20221118,87,Approved,7.5,7.5,216,2888,6
5822,20221121,113,Approved,4.5,4.5,216,2886,6
5833,20221121,130,Approved,3.5,3.5,216,2890,6
5935,20221122,113,Approved,4.5,4.5,216,2886,6
5943,20221122,130,Approved,3.5,3.5,216,2890,6
6051,20221123,128,Approved,0.5,0.5,216,2890,6
6052,20221123,128,Approved,7.5,7.5,216,2888,6
6148,20221124,128,Approved,0.5,0.5,216,2890,6
6149,20221124,128,Approved,7.5,7.5,216,2888,6
6282,20221125,128,Approved,0.5,0.5,216,2890,6
6283,20221125,128,Approved,7.5,7.5,216,2888,6
6426,20221128,113,Approved,4.5,4.5,216,2886,6
6434,20221128,128,Approved,7.5,7.5,216,2888,6
6436,20221128,130,Approved,3.5,3.5,216,2890,6
6538,20221129,113,Approved,4.5,4.5,216,2886,6
6543,20221129,128,Approved,7.5,7.5,216,2888,6
6546,20221129,130,Approved,3.5,3.5,216,2890,6
6625,20221130,87,Approved,0.5,0.5,216,2890,6
6626,20221130,87,Approved,7.5,7.5,216,2888,6
6738,20221201,87,Approved,0.5,0.5,216,2890,6
6739,20221201,87,Approved,7.5,7.5,216,2888,6
6883,20221202,87,Approved,0.5,0.5,216,2890,6
6885,20221202,87,Approved,7.5,7.5,216,2888,6
7017,20221205,113,Approved,4.5,4.5,216,2886,6
7028,20221205,130,Approved,3.5,3.5,216,2890,6
7133,20221206,113,Approved,4.5,4.5,216,2886,6
7142,20221206,130,Approved,3.5,3.5,216,2890,6
7245,20221207,128,Approved,0.5,0.5,216,2890,6
7246,20221207,128,Approved,7.5,7.5,216,2888,6
7356,20221208,128,Approved,0.5,0.5,216,2890,6
7358,20221208,128,Approved,7.5,7.5,216,2888,6
7487,20221209,128,Approved,0.5,0.5,216,2890,6
7488,20221209,128,Approved,7.5,7.5,216,2888,6
7631,20221212,113,Approved,4.5,4.5,216,2886,6
7642,20221212,130,Approved,3.5,3.5,216,2890,6
7744,20221213,113,Approved,4.5,4.5,216,2886,6
7756,20221213,130,Approved,3.5,3.5,216,2890,6
7843,20221214,87,Approved,0.5,0.5,216,2890,6
7844,20221214,87,Approved,7.5,7.5,216,2888,6
7952,20221215,87,Approved,0.5,0.5,216,2890,6
7953,20221215,87,Approved,3.5,3.5,216,2888,6
8079,20221216,87,Approved,0.5,0.5,216,2890,6
8080,20221216,87,Approved,7.5,7.5,216,2888,6
8220,20221219,113,Approved,4.5,4.5,216,2886,6
8230,20221219,128,Approved,4.5,4.5,216,2888,6
8233,20221219,130,Approved,3.5,3.5,216,2890,6
8327,20221220,113,Approved,4.5,4.5,216,2886,6
8427,20221221,128,Approved,0.5,0.5,216,2890,6
8428,20221221,128,Approved,7.5,7.5,216,2888,6
8522,20221222,128,Approved,0.5,0.5,216,2890,6
8523,20221222,128,Approved,7.5,7.5,216,2888,6
8608,20221223,128,Approved,0.5,0.5,216,2890,6
8609,20221223,128,Approved,7.5,7.5,216,2888,6
9135,20230109,113,Approved,4.5,4.5,216,2884,6
9249,20230110,113,Approved,4.5,4.5,216,2884,6
9682,20230116,113,Approved,4.5,4.5,216,2884,6
9801,20230117,113,Approved,4.5,4.5,216,2884,6
10211,20230123,113,Approved,4.5,4.5,216,2884,6
10322,20230124,113,Approved,4.5,4.5,216,2884,6
10749,20230130,113,Approved,4.5,4.5,216,2884,6
10868,20230131,113,Approved,4.5,4.5,216,2884,6
11256,20230203,89,Approved,7.5,7.5,216,2884,6
11403,20230206,113,Approved,4.5,4.5,216,2884,6
11525,20230207,113,Approved,4.5,4.5,216,2884,6
11748,20230209,89,Approved,7.5,7.5,216,2884,6
11975,20230213,113,Approved,4.5,4.5,216,2884,6
12103,20230214,113,Approved,4.5,4.5,216,2884,6
12661,20230220,87,Approved,4.5,4.5,216,2884,6
12777,20230221,87,Approved,4.5,4.5,216,2884,6
13210,20230227,113,Approved,4.5,4.5,216,2884,6
13331,20230228,113,Approved,4.5,4.5,216,2884,6
13819,20230306,113,Approved,4.5,4.5,216,2884,6
13928,20230307,113,Approved,4.5,4.5,216,2884,6
14306,20230313,113,Approved,4.5,4.5,216,2884,6
14409,20230314,113,Approved,4.5,4.5,216,2884,6
14944,20230320,113,Approved,4.5,4.5,216,2884,6
15039,20230321,113,Approved,4.5,4.5,216,2884,6
15352,20230327,113,Approved,4.5,4.5,216,2884,6
15443,20230328,113,Approved,4.5,4.5,216,2884,6
15864,20230403,113,Approved,4.5,4.5,216,2884,6
15941,20230404,113,Approved,4.5,4.5,216,2884,6
16211,20230411,113,Approved,4.5,4.5,216,2884,6
16549,20230417,113,Approved,4.5,4.5,216,2884,6
16628,20230418,113,Approved,4.5,4.5,216,2884,6
16898,20230424,113,Approved,4.5,4.5,216,2884,6
16970,20230425,113,Approved,4.5,4.5,216,2884,6
17283,20230502,113,Approved,4.5,4.5,216,2884,6
17527,20230508,113,Approved,4.5,4.5,216,2884,6
17605,20230509,113,Approved,4.5,4.5,216,2884,6
17905,20230515,113,Approved,4.5,4.5,216,2884,6
17972,20230516,113,Approved,4.5,4.5,216,2884,6
18565,20230530,113,Approved,4.5,4.5,216,2884,6
18785,20230605,113,Approved,4.5,4.5,216,2884,6
18851,20230606,113,Approved,4.5,4.5,216,2884,6
19174,20230612,113,Approved,4.5,4.5,216,2884,6
19233,20230613,113,Approved,4.5,4.5,216,2884,6
19450,20230619,113,Approved,4.5,4.5,216,2884,6
19512,20230620,113,Approved,4.5,4.5,216,2884,6
19797,20230626,113,Approved,4.5,4.5,216,2884,6
19855,20230627,113,Approved,4.5,4.5,216,2884,6
20055,20230703,113,Approved,4.5,4.5,216,2884,6
20104,20230704,113,Approved,4.5,4.5,216,2884,6
20347,20230710,113,Approved,4.5,4.5,216,2884,6
20400,20230711,113,Approved,4.5,4.5,216,2884,6
20568,20230717,113,Approved,4.5,4.5,216,2884,6
20617,20230718,113,Approved,4.5,4.5,216,2884,6
20737,20230724,113,Approved,4.5,4.5,216,2884,6
20751,20230725,113,Approved,4.5,4.5,216,2884,6
20813,20230731,113,Approved,4.5,4.5,216,2884,6
2306,20221003,89,Approved,4.5,4.5,216,2887,6
2311,20221003,113,Approved,3.5,3.5,216,2887,6
2403,20221004,89,Approved,4.5,4.5,216,2887,6
2411,20221004,113,Approved,3.5,3.5,216,2887,6
2516,20221005,89,Approved,7.5,7.5,216,2887,6
2630,20221006,89,Approved,7.5,7.5,216,2887,6
2735,20221007,89,Approved,7.5,7.5,216,2887,6
2939,20221011,89,Approved,4.5,4.5,216,2887,6
2947,20221011,113,Approved,3.5,3.5,216,2887,6
3045,20221012,89,Approved,7.5,7.5,216,2887,6
3148,20221013,89,Approved,7.5,7.5,216,2887,6
3276,20221014,89,Approved,7.5,7.5,216,2887,6
3426,20221017,89,Approved,4.5,4.5,216,2887,6
3438,20221017,113,Approved,3.5,3.5,216,2887,6
3534,20221018,89,Approved,4.5,4.5,216,2887,6
3547,20221018,113,Approved,3.5,3.5,216,2887,6
3645,20221019,89,Approved,7.5,7.5,216,2887,6
3763,20221020,89,Approved,7.5,7.5,216,2887,6
3852,20221021,89,Approved,7.5,7.5,216,2887,6
3960,20221024,89,Approved,4.5,4.5,216,2887,6
3972,20221024,113,Approved,3.5,3.5,216,2887,6
4076,20221025,89,Approved,4.5,4.5,216,2887,6
4087,20221025,113,Approved,3.5,3.5,216,2887,6
4188,20221026,89,Approved,7.5,7.5,216,2887,6
4296,20221027,89,Approved,7.5,7.5,216,2887,6
4429,20221028,89,Approved,7.5,7.5,216,2887,6
4524,20221102,89,Approved,7.5,7.5,216,2887,6
4620,20221103,89,Approved,7.5,7.5,216,2887,6
4707,20221104,89,Approved,7.5,7.5,216,2887,6
4803,20221107,89,Approved,4.5,4.5,216,2887,6
4817,20221107,113,Approved,3.5,3.5,216,2887,6
4917,20221108,89,Approved,4.5,4.5,216,2887,6
4932,20221108,113,Approved,3.5,3.5,216,2887,6
5035,20221109,89,Approved,7.5,7.5,216,2887,6
5140,20221110,89,Approved,7.5,7.5,216,2887,6
5582,20221117,89,Approved,7.5,7.5,216,2887,6
5704,20221118,89,Approved,7.5,7.5,216,2887,6
5808,20221121,89,Approved,4.5,4.5,216,2887,6
5821,20221121,113,Approved,3.5,3.5,216,2887,6
5919,20221122,89,Approved,4.5,4.5,216,2887,6
5934,20221122,113,Approved,3.5,3.5,216,2887,6
6030,20221123,89,Approved,7.5,7.5,216,2887,6
6128,20221124,89,Approved,7.5,7.5,216,2887,6
6260,20221125,89,Approved,7.5,7.5,216,2887,6
6414,20221128,89,Approved,4.5,4.5,216,2887,6
6425,20221128,113,Approved,3.5,3.5,216,2887,6
6522,20221129,89,Approved,4.5,4.5,216,2887,6
6537,20221129,113,Approved,3.5,3.5,216,2887,6
6628,20221130,89,Approved,7.5,7.5,216,2887,6
6741,20221201,89,Approved,7.5,7.5,216,2887,6
6888,20221202,89,Approved,7.5,7.5,216,2887,6
7002,20221205,89,Approved,4.5,4.5,216,2887,6
7016,20221205,113,Approved,3.5,3.5,216,2887,6
7119,20221206,89,Approved,4.5,4.5,216,2887,6
7132,20221206,113,Approved,3.5,3.5,216,2887,6
7224,20221207,89,Approved,7.5,7.5,216,2887,6
7463,20221209,89,Approved,7.5,7.5,216,2887,6
7621,20221212,89,Approved,4.5,4.5,216,2887,6
7630,20221212,113,Approved,3.5,3.5,216,2887,6
7730,20221213,89,Approved,4.5,4.5,216,2887,6
7743,20221213,113,Approved,3.5,3.5,216,2887,6
7846,20221214,89,Approved,7.5,7.5,216,2887,6
7955,20221215,89,Approved,7.5,7.5,216,2887,6
8081,20221216,89,Approved,7.5,7.5,216,2887,6
8207,20221219,89,Approved,4.5,4.5,216,2887,6
8219,20221219,113,Approved,3.5,3.5,216,2887,6
8313,20221220,89,Approved,4.5,4.5,216,2887,6
8326,20221220,113,Approved,3.5,3.5,216,2887,6
8406,20221221,89,Approved,7.5,7.5,216,2887,6
8499,20221222,89,Approved,7.5,7.5,216,2887,6
8594,20221223,89,Approved,7.5,7.5,216,2887,6
13315,20230228,87,Approved,0.5,0.5,216,2881,6
13461,20230301,128,Approved,0.5,0.5,216,2881,6
8881,20230104,128,Approved,7.5,7.5,216,2881,6
8968,20230105,128,Approved,7.5,7.5,216,2881,6
9050,20230106,128,Approved,7.5,7.5,216,2881,6
9349,20230111,87,Approved,7.5,7.5,216,2881,6
9461,20230112,87,Approved,7.5,7.5,216,2881,6
9561,20230113,87,Approved,7.5,7.5,216,2881,6
9921,20230118,128,Approved,7.5,7.5,216,2881,6
10028,20230119,128,Approved,7.5,7.5,216,2881,6
10115,20230120,128,Approved,7.5,7.5,216,2881,6
10431,20230125,87,Approved,7.5,7.5,216,2881,6
10542,20230126,87,Approved,7.5,7.5,216,2881,6
10659,20230127,128,Approved,7.5,7.5,216,2881,6
10977,20230201,87,Approved,7.5,7.5,216,2881,6
11124,20230202,128,Approved,7.5,7.5,216,2881,6
11281,20230203,128,Approved,7.5,7.5,216,2881,6
11633,20230208,87,Approved,7.5,7.5,216,2881,6
11745,20230209,87,Approved,7.5,7.5,216,2881,6
11855,20230210,87,Approved,7.5,7.5,216,2881,6
12233,20230215,128,Approved,7.5,7.5,216,2881,6
12352,20230216,128,Approved,7.5,7.5,216,2881,6
12551,20230217,128,Approved,7.5,7.5,216,2881,6
12891,20230222,87,Approved,7.5,7.5,216,2881,6
12989,20230223,87,Approved,7.5,7.5,216,2881,6
13107,20230224,128,Approved,7.5,7.5,216,2881,6
13193,20230227,87,Approved,7.5,7.5,216,2881,6
13344,20230228,128,Approved,7.5,7.5,216,2881,6
13462,20230301,128,Approved,7.5,7.5,216,2881,6
13580,20230302,128,Approved,7.5,7.5,216,2881,6
13716,20230303,128,Approved,7.5,7.5,216,2881,6
14028,20230308,87,Approved,7.5,7.5,216,2881,6
14128,20230309,87,Approved,7.5,7.5,216,2881,6
14211,20230310,87,Approved,7.5,7.5,216,2881,6
14518,20230315,128,Approved,7.5,7.5,216,2881,6
14607,20230316,128,Approved,7.5,7.5,216,2881,6
14767,20230317,128,Approved,7.5,7.5,216,2881,6
15119,20230322,87,Approved,7.5,7.5,216,2881,6
15197,20230323,87,Approved,7.5,7.5,216,2881,6
15290,20230324,128,Approved,7.5,7.5,216,2881,6
15533,20230329,128,Approved,7.5,7.5,216,2881,6
15612,20230330,128,Approved,7.5,7.5,216,2881,6
15722,20230331,128,Approved,7.5,7.5,216,2881,6
16015,20230405,87,Approved,7.5,7.5,216,2881,6
16086,20230406,87,Approved,7.5,7.5,216,2881,6
16138,20230407,87,Approved,7.5,7.5,216,2881,6
16295,20230412,128,Approved,7.5,7.5,216,2881,6
16362,20230413,128,Approved,7.5,7.5,216,2881,6
16467,20230414,128,Approved,7.5,7.5,216,2881,6
16700,20230419,87,Approved,7.5,7.5,216,2881,6
16768,20230420,87,Approved,7.5,7.5,216,2881,6
16830,20230421,87,Approved,7.5,7.5,216,2881,6
17050,20230426,128,Approved,7.5,7.5,216,2881,6
17111,20230427,128,Approved,7.5,7.5,216,2881,6
17212,20230428,128,Approved,7.5,7.5,216,2881,6
17352,20230503,87,Approved,7.5,7.5,216,2881,6
17419,20230504,87,Approved,7.5,7.5,216,2881,6
17466,20230505,87,Approved,7.5,7.5,216,2881,6
17679,20230510,128,Approved,7.5,7.5,216,2881,6
17741,20230511,128,Approved,7.5,7.5,216,2881,6
17839,20230512,128,Approved,7.5,7.5,216,2881,6
18030,20230517,87,Approved,7.5,7.5,216,2881,6
18243,20230524,128,Approved,7.5,7.5,216,2881,6
18306,20230525,128,Approved,7.5,7.5,216,2881,6
18472,20230526,128,Approved,7.5,7.5,216,2881,6
18629,20230531,87,Approved,7.5,7.5,216,2881,6
18688,20230601,87,Approved,7.5,7.5,216,2881,6
18732,20230602,87,Approved,7.5,7.5,216,2881,6
18919,20230607,128,Approved,7.5,7.5,216,2881,6
18981,20230608,128,Approved,7.5,7.5,216,2881,6
19108,20230609,128,Approved,7.5,7.5,216,2881,6
19293,20230614,87,Approved,7.5,7.5,216,2881,6
19352,20230615,87,Approved,7.5,7.5,216,2881,6
19395,20230616,87,Approved,7.5,7.5,216,2881,6
19584,20230621,128,Approved,7.5,7.5,216,2881,6
19642,20230622,128,Approved,7.5,7.5,216,2881,6
19740,20230623,128,Approved,7.5,7.5,216,2881,6
19910,20230628,87,Approved,7.5,7.5,216,2881,6
19964,20230629,87,Approved,7.5,7.5,216,2881,6
20003,20230630,87,Approved,7.5,7.5,216,2881,6
20150,20230705,128,Approved,7.5,7.5,216,2881,6
20197,20230706,128,Approved,7.5,7.5,216,2881,6
20287,20230707,128,Approved,7.5,7.5,216,2881,6
20444,20230712,87,Approved,7.5,7.5,216,2881,6
20490,20230713,87,Approved,7.5,7.5,216,2881,6
20525,20230714,87,Approved,7.5,7.5,216,2881,6
20668,20230719,128,Approved,7.5,7.5,216,2881,6
20708,20230720,128,Approved,7.5,7.5,216,2881,6
20764,20230726,87,Approved,7.5,7.5,216,2881,6
20781,20230727,87,Approved,7.5,7.5,216,2881,6
20797,20230728,87,Approved,7.5,7.5,216,2881,6
9145,20230109,130,Approved,3.5,3.5,216,2880,6
9260,20230110,130,Approved,3.5,3.5,216,2880,6
9693,20230116,130,Approved,3.5,3.5,216,2880,6
9811,20230117,130,Approved,3.5,3.5,216,2880,6
10222,20230123,130,Approved,3.5,3.5,216,2880,6
10334,20230124,130,Approved,3.5,3.5,216,2880,6
10759,20230130,130,Approved,3.5,3.5,216,2880,6
10880,20230131,130,Approved,3.5,3.5,216,2880,6
11414,20230206,130,Approved,3.5,3.5,216,2880,6
11536,20230207,130,Approved,3.5,3.5,216,2880,6
11991,20230213,130,Approved,3.5,3.5,216,2880,6
12114,20230214,130,Approved,3.5,3.5,216,2880,6
12688,20230220,130,Approved,3.5,3.5,216,2880,6
12805,20230221,130,Approved,3.5,3.5,216,2880,6
13222,20230227,130,Approved,3.5,3.5,216,2880,6
13347,20230228,130,Approved,3.5,3.5,216,2880,6
13829,20230306,130,Approved,3.5,3.5,216,2880,6
